retailer,brand,vendor_raw,title,sku,form,motion,power,material,price,list_price,discount_pct,url
slumberland,La-Z-Boy,La-Z-Boy,Swivel Power Base Assembly Kit,QK1060416,Chair,Motion,Power,Unspecified,159.99,199.99,20.0,https://www.slumberland.com/products/swivel-power-base-assembly-kit
slumberland,La-Z-Boy,La-Z-Boy,Dorian Reclining Loveseat,QK1060420,Loveseat,Motion,,Unspecified,1979.99,3049.99,35.1,https://www.slumberland.com/products/dorian-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Dorian Reclining Sofa,QK1060419,Sofa,Motion,,Unspecified,1999.99,3079.99,35.1,https://www.slumberland.com/products/dorian-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Liam Rocker Recliner,QK1060418,Recliner,Motion,,Unspecified,629.99,1079.99,41.7,https://www.slumberland.com/products/liam-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,Dorian Rocker Recliner,QK1060421,Recliner,Motion,,Fabric,999.99,1579.99,36.7,https://www.slumberland.com/products/dorian-rocker-recliner
slumberland,Ashley,Ashley Furniture,Edenfield Ottoman,QK1061777,Ottoman,Stationary,,Unspecified,299.99,449.99,33.3,https://www.slumberland.com/products/edenfield-ottoman
slumberland,Ashley,Ashley Furniture,Edenfield 3 Piece Right Chaise Sectional,QK1061781,Sectional,Stationary,,Unspecified,1299.99,1949.98,33.3,https://www.slumberland.com/products/edenfield-3-piece-right-chaise-sectional
slumberland,La-Z-Boy,La-Z-Boy,Brooks Reclining Sofa,QK1062102,Sofa,Motion,,Unspecified,999.99,2399.99,58.3,https://www.slumberland.com/products/brooks-reclining-sofa-1
slumberland,Ashley,Ashley Furniture,Hannela Large Vase,QK1059607,Other,Stationary,,Unspecified,99.99,199.99,50.0,https://www.slumberland.com/products/hannela-vase-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Tri-Power Reclining Sofa,QK1064407,Sofa,Motion,Power,Unspecified,2699.99,4799.99,43.8,https://www.slumberland.com/products/trouper-tri-power-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Trouper Power Plus Reclining Sofa,QK1064413,Sofa,Motion,Power,Unspecified,2499.99,4299.99,41.9,https://www.slumberland.com/products/trouper-power-plus-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Leather Reclining Sofa,QK1064419,Sofa,Motion,,Leather,2299.99,4499.99,48.9,https://www.slumberland.com/products/trouper-leather-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Reclining Sofa,QK1064401,Sofa,Motion,,Unspecified,1899.99,2999.99,36.7,https://www.slumberland.com/products/trouper-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Leather Reclining Loveseat,QK1064430,Loveseat,Motion,,Leather,2279.99,4479.99,49.1,https://www.slumberland.com/products/trouper-leather-reclining-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Reclining Loveseat,QK1064411,Loveseat,Motion,,Unspecified,1879.99,2979.99,36.9,https://www.slumberland.com/products/trouper-reclining-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,Trouper Leather Tri-Power Reclining Sofa,QK1064435,Sofa,Motion,Power,Leather,3299.99,6399.99,48.4,https://www.slumberland.com/products/trouper-leather-tri-power-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Morrison Reclining Sofa,QK1064439,Sofa,Motion,,Unspecified,1299.99,2199.99,40.9,https://www.slumberland.com/products/morrison-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Trouper Leather Tri-Power Rocker Recliner,QK1064438,Recliner,Motion,Power,Leather,1699.99,2899.99,41.4,https://www.slumberland.com/products/trouper-leather-tri-power-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,Morrison Reclining Loveseat,QK1064446,Loveseat,Motion,,Unspecified,1279.99,2179.99,41.3,https://www.slumberland.com/products/morrison-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Morrison Power Plus Reclining Loveseat,QK1064443,Loveseat,Motion,Power,Unspecified,1879.99,3479.99,46.0,https://www.slumberland.com/products/morrison-power-plus-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Morrison Power Plus Reclining Sofa,QK1064448,Sofa,Motion,Power,Unspecified,1899.99,3499.99,45.7,https://www.slumberland.com/products/morrison-power-plus-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Jay Reclining Loveseat,QK1064461,Loveseat,Motion,,Unspecified,1379.99,2379.99,42.0,https://www.slumberland.com/products/jay-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Jay Reclining Sofa,QK1064451,Sofa,Motion,,Unspecified,1399.99,2399.99,41.7,https://www.slumberland.com/products/jay-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Jay Reclining Console Loveseat,QK1064453,Loveseat,Motion,,Unspecified,1499.99,2499.99,40.0,https://www.slumberland.com/products/jay-reclining-console-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,Jay Power Plus Reclining Loveseat,QK1064455,Loveseat,Motion,Power,Unspecified,1979.99,3479.99,43.1,https://www.slumberland.com/products/jay-power-plus-reclining-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,Jay Power Plus Reclining Sofa,QK1064463,Sofa,Motion,Power,Unspecified,1999.99,3499.99,42.9,https://www.slumberland.com/products/jay-power-plus-reclining-sofa-1
slumberland,La-Z-Boy,La-Z-Boy,Jay Power Plus Reclining Console Loveseat,QK1064456,Loveseat,Motion,Power,Unspecified,2099.99,3599.99,41.7,https://www.slumberland.com/products/jay-power-plus-reclining-console-loveseat-1
slumberland,La-Z-Boy,La-Z-Boy,Jay Tri-Power Reclining Loveseat,QK1064458,Loveseat,Motion,Power,Unspecified,2179.99,3979.99,45.2,https://www.slumberland.com/products/jay-tri-power-reclining-loveseat
slumberland,La-Z-Boy,La-Z-Boy,Jay Tri-Power Reclining Sofa,QK1064466,Sofa,Motion,Power,Unspecified,2199.99,3999.99,45.0,https://www.slumberland.com/products/jay-tri-power-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Jay Tri-Power Reclining Console Loveseat,QK1064459,Loveseat,Motion,Power,Unspecified,2299.99,4099.99,43.9,https://www.slumberland.com/products/jay-tri-power-reclining-console-loveseat
slumberland,Ashley,Ashley Furniture,Mahoney Oversized Ottoman,QK1066120,Ottoman,Stationary,,Unspecified,279.99,419.99,33.3,https://www.slumberland.com/products/mahoney-oversized-ottoman
slumberland,Ashley,Ashley Furniture,Mahoney Sofa Sleeper,QK1066119,Sleeper,Stationary,,Unspecified,799.99,1389.99,42.4,https://www.slumberland.com/products/mahoney-sofa-sleeper
slumberland,Ashley,Ashley Furniture,Mahoney Right Chaise Sectional,QK1066113,Sectional,Stationary,,Unspecified,1199.99,1799.98,33.3,https://www.slumberland.com/products/mahoney-right-chaise-sectional
slumberland,Ashley,Ashley Furniture,Mahoney Left Chaise Sectional,QK1066112,Sectional,Stationary,,Unspecified,1199.99,1799.98,33.3,https://www.slumberland.com/products/mahoney-left-chaise-sectional
slumberland,Ashley,Ashley Furniture,Mahoney Right Chaise Sleeper Sectional,QK1066130,Sectional,Stationary,,Unspecified,1399.99,2099.99,33.3,https://www.slumberland.com/products/mahoney-right-chaise-sleeper-sectional
slumberland,Ashley,Ashley Furniture,Mahoney Left Chaise Sleeper Sectional,QK1066114,Sectional,Stationary,,Unspecified,1399.99,2099.99,33.3,https://www.slumberland.com/products/mahoney-left-chaise-sleeper-sectional
slumberland,Ashley,Ashley Furniture,Mahoney Sofa,QK1066131,Sofa,Stationary,,Unspecified,499.99,749.99,33.3,https://www.slumberland.com/products/mahoney-sofa
slumberland,Ashley,Ashley Furniture,Mahoney Chaise,QK1066118,Other,Stationary,,Unspecified,449.99,674.99,33.3,https://www.slumberland.com/products/mahoney-chaise
slumberland,Ashley,Ashley Furniture,Mahoney Loveseat,QK1066117,Loveseat,Stationary,,Unspecified,489.99,734.99,33.3,https://www.slumberland.com/products/mahoney-loveseat
slumberland,Ashley,Ashley Furniture,Ellford Table Lamp,QK1081381,Other,Stationary,,Unspecified,134.99,299.99,55.0,https://www.slumberland.com/products/ellford-table-lamp
slumberland,Ashley,Ashley Furniture,Arloman Washable Black Rug,QK1081410,Other,Stationary,,Fabric,139.99,335.99,58.3,https://www.slumberland.com/products/arloman-black-rug
slumberland,Ashley,Ashley Furniture,Gregmoore Black Rug,QK1081414,Other,Stationary,,Unspecified,89.99,215.99,58.3,https://www.slumberland.com/products/gregmoore-black-rug
slumberland,Ashley,Ashley Furniture,Braxmore Accent Table,QK1081971,Chair,Stationary,,Unspecified,169.99,311.99,45.5,https://www.slumberland.com/products/braxmore-accent-table
slumberland,La-Z-Boy,La-Z-Boy,Roman Leather Tri-Power Reclining Sofa,QK1082411,Sofa,Motion,Power,Leather,2999.99,4599.99,34.8,https://www.slumberland.com/products/roman-leather-tri-power-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Reed Rocker Recliner,QK1082415,Recliner,Motion,,Unspecified,699.99,1399.99,50.0,https://www.slumberland.com/products/reed-rocker-recliner
slumberland,La-Z-Boy,La-Z-Boy,Roman Leather Reclining Sofa,QK1082407,Sofa,Motion,,Leather,2199.99,3199.99,31.3,https://www.slumberland.com/products/roman-leather-reclining-sofa
slumberland,La-Z-Boy,La-Z-Boy,Roman Leather Power Plus Reclining Sofa,QK1082409,Sofa,Motion,Power,Leather,2799.99,3899.99,28.2,https://www.slumberland.com/products/roman-leather-power-plus-reclining-sofa
slumberland,Ashley,Ashley Furniture,Brinstead Chairside End Table,QK1082719,Other,Stationary,,Unspecified,159.0,269.99,41.1,https://www.slumberland.com/products/brinstead-chairside-end-table
slumberland,Ashley,Ashley Furniture,Deanlee Set of 3 Tables,QK1082720,Other,Stationary,,Unspecified,249.99,399.99,37.5,https://www.slumberland.com/products/deanlee-set-of-3-tables
slumberland,Ashley,Ashley Furniture,Mirimyn Bar Stool,QK1082938,Other,Stationary,,Unspecified,89.99,259.99,65.4,https://www.slumberland.com/products/mirimyn-bar-stool
slumberland,Ashley,Ashley Furniture,Galtbury Bookcase,QK1082991,Other,Stationary,,Unspecified,229.99,599.99,61.7,https://www.slumberland.com/products/galtbury-bookcase
slumberland,Ashley,Ashley Furniture,Bolsena Loveseat,QK1083024,Loveseat,Stationary,,Leather,979.99,1469.98,33.3,https://www.slumberland.com/products/bolsena-loveseat
slumberland,Ashley,Ashley Furniture,Bolsena Rocker Recliner,QK1083026,Recliner,Motion,,Leather,749.99,1124.98,33.3,https://www.slumberland.com/products/bolsena-rocker-recliner
slumberland,Ashley,Ashley Furniture,Bolsena Sofa Sleeper,QK1083025,Sleeper,Stationary,,Leather,1399.99,2099.99,33.3,https://www.slumberland.com/products/bolsena-sofa-sleeper
slumberland,Ashley,Ashley Furniture,Bolsena Sofa,QK1083027,Sofa,Stationary,,Leather,999.99,1499.98,33.3,https://www.slumberland.com/products/bolsena-sofa
slumberland,Ashley,Ashley Furniture,Bellaby 60 Inch Console,QK1057575,Other,Stationary,,Unspecified,169.99,529.99,67.9,https://www.slumberland.com/products/bellaby-60-inch-console
slumberland,Ashley,Ashley Furniture,Sharstorm Set of 3 Tables,QK1083294,Other,Stationary,,Unspecified,349.99,599.99,41.7,https://www.slumberland.com/products/sharstorm-set-of-3-tables
slumberland,Ashley,Ashley Furniture,Dorrinson Set of 3 Tables,QK1083527,Other,Stationary,,Unspecified,269.99,549.99,50.9,https://www.slumberland.com/products/dorrinson-set-of-3-tables
slumberland,Ashley,Ashley Furniture,Realyn Mirror Chairside End Table,QK1084367,Other,Stationary,,Unspecified,269.99,599.99,55.0,https://www.slumberland.com/products/realyn-mirror-chairside-end-table
slumberland,Best Home Furnishings,Best Home Furnishings,Brianna Swivel Glide Chair,QK1084621,Chair,Motion,,Unspecified,739.99,999.99,26.0,https://www.slumberland.com/products/brianna-swivel-glide-chair
slumberland,Ashley,Ashley Furniture,Dorrinson 60 Inch Infrared Electric Fireplace Console,QK1084661,Other,Stationary,,Unspecified,549.99,1349.99,59.3,https://www.slumberland.com/products/dorrinson-60-inch-infrared-electric-fireplace-console
slumberland,Ashley,Ashley Furniture,Dorrinson 60 Inch Electric Fireplace Console,QK1084660,Other,Stationary,,Unspecified,549.99,1349.99,59.3,https://www.slumberland.com/products/dorrinson-60-inch-electric-fireplace-console
slumberland,Ashley,Ashley Furniture,Bovarian 4 Piece Right Sofa Sectional,QK1084676,Sectional,Stationary,,Unspecified,1999.99,4339.99,53.9,https://www.slumberland.com/products/bovarian-4-piece-right-sofa-sectional
slumberland,Ashley,Ashley Furniture,Bovarian 4 Piece Left Sofa Sectional,QK1084677,Sectional,Stationary,,Unspecified,1999.99,4339.99,53.9,https://www.slumberland.com/products/bovarian-4-piece-left-sofa-sectional
slumberland,Ashley,Ashley Furniture,Boardernest End Table,QK1084719,Other,Stationary,,Unspecified,259.99,369.99,29.7,https://www.slumberland.com/products/boardernest-end-table
slumberland,Ashley,Ashley Furniture,Boardernest Nesting Stool Coffee Table,QK1084718,Other,Stationary,,Unspecified,529.99,699.99,24.3,https://www.slumberland.com/products/boardernest-nesting-stool-coffee-table
slumberland,La-Z-Boy,La-Z-Boy,James 5 Piece Tri-Power Right Chaise Reclining Sectional,QK1084748,Sectional,Motion,Power,Fabric,6299.99,8999.99,30.0,https://www.slumberland.com/products/james-5-piece-tri-power-right-chaise-reclining-sectional
slumberland,Ashley,Ashley Furniture,Oliah Shelf Wall Mounted Coat Rack,QK1084769,Other,Stationary,,Unspecified,59.99,189.99,68.4,https://www.slumberland.com/products/oliah-shelf-wall-mounted-coat-rack
slumberland,Ashley,Ashley Furniture,Robin Ridge Accent Cabinet,QK1084957,Chair,Stationary,,Unspecified,739.99,1699.99,56.5,https://www.slumberland.com/products/robin-ridge-accent-cabinet
slumberland,Ashley,Ashley Furniture,Bolanburg 5 Piece Dining Set,QK1085547,Other,Stationary,,Fabric,1079.99,2199.99,50.9,https://www.slumberland.com/products/bolanburg-5-piece-dining-set
slumberland,Ashley,Ashley Furniture,Marcy Sofa,QK1016383,Sofa,Stationary,,Fabric,499.99,919.99,45.7,https://www.slumberland.com/products/marcy-sofa
slumberland,Ashley,Ashley Furniture,Ashley Chime 12 Inch Hybrid Mattress,QK1040895,Other,Stationary,,Unspecified,229.99,619.99,62.9,https://www.slumberland.com/products/ashley-chime-12-inch-hybrid-mattress
slumberland,Ashley,Ashley Furniture,Ashley Chime 8 Inch Innerspring Mattress,QK1040899,Other,Stationary,,Unspecified,149.99,419.99,64.3,https://www.slumberland.com/products/ashley-chime-8-inch-innerspring-mattress
slumberland,Ashley,Ashley Furniture,Ashley Chime 8 Inch Memory Foam Mattress,QK1040903,Other,Stationary,,Unspecified,219.99,499.99,56.0,https://www.slumberland.com/products/ashley-chime-8-inch-memory-foam-mattress
slumberland,La-Z-Boy,La-Z-Boy,Pinnacle Rocker Recliner,QK1031489,Recliner,Motion,,Fabric,749.99,1199.99,37.5,https://www.slumberland.com/products/pinnacle-rocker-recliner
steinhafels,Ashley,ASHY,"Monarch 72-108"" Dining Table",605P32314,Other,Stationary,,Unspecified,1199.69,1332.99,10.0,https://www.steinhafels.com/products/dining-tables-dining-tables-605p32314
steinhafels,Ashley,ASHY,Monarch Upholstered Storage Bench,640304481,Other,Stationary,,Unspecified,449.99,499.99,10.0,https://www.steinhafels.com/products/dining-seating-benches-640304481
steinhafels,Ashley,ASHY,Erin Loveseat,271810143,Loveseat,Stationary,,Unspecified,449.99,499.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-loveseats-ashy-erin2lr
steinhafels,Flexsteel,FLEX,Flexsteel Wrenn Leather Fully Loaded Zero Gravity Reclining Loveseat,496680888,Loveseat,Motion,,Leather,1299.99,3399.99,61.8,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-flex-wrenn3lr
steinhafels,Ashley,ASHY,Erin Sofa,105Z18337,Sofa,Stationary,,Unspecified,499.99,555.54,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sofas-ashy-erin4lr
steinhafels,Ashley,ASHY,Dante Panel Bed,425PKG892,Other,Stationary,,Unspecified,559.79,621.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-dante1br
steinhafels,Ashley,ASHY,Colette Upholstered Bed,406UTP353,Other,Stationary,,Unspecified,279.89,310.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-coletbr
steinhafels,Flexsteel,FLXD,Midtown Upholstered Bed,414UQ5771,Other,Stationary,,Unspecified,1999.79,2221.99,10.0,https://www.steinhafels.com/products/bedroom-beds-headboards-beds-flex-midto1br
steinhafels,Ashley,ASHY,Colton 5-Pc. Counter Height Dining Set,603688189,Other,Stationary,,Leather,399.59,665.99,40.0,https://www.steinhafels.com/products/dining-tables-counter-and-pub-tables-ashy-coltndr
steinhafels,Ashley,ASHY,Logan Headboard,400299425,Other,Stationary,,Unspecified,129.59,143.99,10.0,https://www.steinhafels.com/products/bedroom-beds-headboards-headboards-ashy-logan1br
steinhafels,Bassett,HGTV,Eden Upholstered Bed,414UQ0504,Other,Stationary,,Unspecified,2199.59,2443.99,10.0,https://www.steinhafels.com/products/bedroom-beds-headboards-beds-hgtv-eden3br
steinhafels,La-Z-Boy,LAZB,Pinnacle Rocker Recliner,177426562,Recliner,Motion,,Fabric,899.99,999.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-lazb-pinnalr
steinhafels,Ashley,ASHY,Essentials Chest,500094409,Other,Stationary,,Unspecified,299.69,332.99,10.0,https://www.steinhafels.com/products/bedroom-storage-chests-ashy-esscr2br
steinhafels,Ashley,ASHY,Dante Slat Bed,425PKG572,Other,Stationary,,Unspecified,629.09,698.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-dante4br
steinhafels,Ashley,ASHY,Logan Bed,406PTP141,Other,Stationary,,Unspecified,299.69,332.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-loganbr
steinhafels,Ashley,ASHY,Pine Ridge Backless Swivel Stool,623220134,Chair,Stationary,,Fabric,159.29,176.99,10.0,https://www.steinhafels.com/products/entertainment-bar-bar-barstools-ashy-pine12dr
steinhafels,Ashley,ASHY,Logan Platform Bed,403415931,Other,Stationary,,Unspecified,189.89,210.99,10.0,https://www.steinhafels.com/products/bedroom-beds-headboards-beds-ashy-logan2br
steinhafels,Ashley,ASHY,Essentials 6 Drawer Dresser,450805889,Other,Stationary,,Unspecified,329.39,365.99,10.0,https://www.steinhafels.com/products/bedroom-storage-dressers-ashy-esscr1br
steinhafels,Ashley,ASHY,Essentials Panel Bed,406TPK647,Other,Stationary,,Unspecified,189.89,210.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-esscrbr
steinhafels,Ashley,ASHY,Rian Panel Bed,406TPK023,Other,Stationary,,Unspecified,239.39,265.99,10.0,https://www.steinhafels.com/products/kids-beds-cribs-beds-ashy-rianbr
steinhafels,Ashley,ASHY,Dante Slat Panel Headboard,421076841,Other,Stationary,,Unspecified,341.09,378.99,10.0,https://www.steinhafels.com/products/bedroom-beds-headboards-headboards-ashy-dante3br
steinhafels,Ashley,ASHY,Dante Panel Headboard,421427296,Other,Stationary,,Unspecified,156.59,287.99,45.6,https://www.steinhafels.com/products/bedroom-beds-headboards-headboards-ashy-dante2br
steinhafels,Ashley,ASHY,Logan Nightstand,470554265,Other,Stationary,,Unspecified,129.59,143.99,10.0,https://www.steinhafels.com/products/kids-storage-nightstands-ashy-logan3br
steinhafels,Bassett,HGTV,Andora End Table,849AND340,Other,Stationary,,Unspecified,944.43,944.43,,https://www.steinhafels.com/products/living-room-accents-end-tables-hgtv-andor2oc
steinhafels,Bassett,HGTV,Andora Cocktail,848AND051,Other,Stationary,,Unspecified,1999.99,1999.99,,https://www.steinhafels.com/products/living-room-accents-cocktail-tables-hgtv-andor1oc
steinhafels,Bassett,HGTV,Andora Chairside Table,859AND212,Other,Stationary,,Unspecified,833.32,833.32,,https://www.steinhafels.com/products/living-room-accents-end-tables-hgtv-andor3oc
steinhafels,Ashley,ASHY,Ashe Console Bar Set,885ASHE43,Other,Stationary,,Unspecified,699.99,777.77,10.0,https://www.steinhafels.com/products/living-room-accents-console-tables-885ashe43
steinhafels,Ashley,ASHY,Melissa Loveseat,606151394,Loveseat,Stationary,,Unspecified,476.99,529.99,10.0,https://www.steinhafels.com/products/ashy-melis1lr
steinhafels,Jackson/Catnapper,JACK,Snuggler 3-Pc. Sectional,498PKG715,Sectional,Stationary,,Fabric,2554.19,2837.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sectionals-jack-snugg10lr
steinhafels,Ashley,ASHY,Melissa Rocker Recliner,319543536,Recliner,Motion,,Unspecified,431.99,479.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-ashy-melis2lr
steinhafels,Ashley,ASHY,Melissa Queen Sleeper,495MTO026,Sofa,Stationary,,Unspecified,999.99,1111.1,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sleeper-sofas-ashy-melis3lr
steinhafels,Ashley,ASHY,Melissa Sofa,369Z81254,Sofa,Stationary,,Unspecified,499.99,555.54,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sofas-ashy-melislr
steinhafels,Ashley,ASHY,Melissa 2-Pc. Sectional,280MPK097,Sectional,Stationary,,Unspecified,1099.99,1222.21,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sectionals-ashy-melis5lr
steinhafels,Ashley,ASHY,Melissa Oversized Ottoman,101MTO467,Ottoman,Stationary,,Unspecified,314.99,349.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-ottomans-ashy-melis4lr
steinhafels,Flexsteel,FLXD,Eclipse End Table,849ECL191,Other,Stationary,,Unspecified,722.21,722.21,,https://www.steinhafels.com/products/living-room-accents-end-tables-flxd-eclip2oc
steinhafels,Flexsteel,FLEX,Shawna Power Headrest Swivel Glider Recliner,560Z83830,Recliner,Motion,Power,Unspecified,1628.99,1809.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-flex-shawn4lr
steinhafels,Flexsteel,FLXD,Eclipse Cocktail Table,848ECL414,Other,Stationary,,Unspecified,1555.54,1555.54,,https://www.steinhafels.com/products/living-room-accents-cocktail-tables-flxd-eclip3oc
steinhafels,Flexsteel,FLEX,Shawna Power Headrest Reclining Sofa With Drop Down Table,347Z63949,Sofa,Motion,Power,Unspecified,2399.99,2666.65,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-flex-shawn1lr
steinhafels,La-Z-Boy,LAZB,Jasper Rocker Recliner,567751209,Recliner,Motion,,Fabric,729.99,811.1,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-lazb-jaspelr
steinhafels,Flexsteel,FLEX,Shawna Power Headrest Reclining Console Loveseat,906Z73837,Loveseat,Motion,Power,Unspecified,2699.99,2699.99,,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-flex-shawn2lr
steinhafels,Flexsteel,FLXD,"Eclipse 76"" Console",800ECL179,Other,Stationary,,Unspecified,2777.77,2777.77,,https://www.steinhafels.com/products/living-room-accents-console-tables-flxd-eclip1oc
steinhafels,Flexsteel,FLEX,Shawna Power Headrest Reclining Loveseat,435068800,Loveseat,Motion,Power,Unspecified,2285.99,2539.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-flex-shawn3lr
steinhafels,La-Z-Boy,LAZB,Olympic Power Headrest Zero Gravity Reclining Loveseat,156556607,Loveseat,Motion,Power,Unspecified,2060.99,2289.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-lazb-olymp2lr
steinhafels,La-Z-Boy,LAZB,Olympic Power Headrest Zero Gravity Reclining Sofa,918426741,Sofa,Motion,Power,Unspecified,2332.99,2332.99,,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-lazb-olymp1lr
steinhafels,La-Z-Boy,LAZB,Olympic Power Headrest Zero Gravity Recliner,124Z19080,Recliner,Motion,Power,Unspecified,1299.99,1444.43,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-lazb-olymp3lr
steinhafels,La-Z-Boy,LAZB,Wynne Rocker Recliner With Contour Seat Cushion,173309451,Recliner,Motion,,Fabric,999.99,1111.1,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-lazb-wynnelr
steinhafels,Southern Motion,SOMO,Aubrey Fully Loaded Zero Gravity Reclining Loveseat With SoCozi,844414726,Loveseat,Motion,,Unspecified,2429.99,2699.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-loveseats-844414726
steinhafels,Southern Motion,SOMO,Aubrey Fully Loaded Wall Saver Recliner With SoCozi,496Z52188,Recliner,Motion,,Unspecified,1412.99,1569.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-recliners-496z52188
steinhafels,Bassett,HGTV,True Custom Leather Swivel Chair,271Z12224,Chair,Stationary,,Leather,2564.99,2849.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-accent-chairs-271z12224
steinhafels,Bassett,HGTV,True Custom Classic Sofa,860Z11276,Sofa,Stationary,,Leather,3599.99,3999.99,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sofas-860z11276
steinhafels,Bassett,HGTV,True Custom Great Room Sofa,893Z38913,Sofa,Stationary,,Leather,3199.99,3555.54,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sofas-893z38913
steinhafels,Ashley,ASHY,Waylon Mirror,464925654,Other,Stationary,,Unspecified,199.79,221.99,10.0,https://www.steinhafels.com/products/bedroom-storage-mirrors-464925654
steinhafels,Southern Motion,SOMO,Aubrey Fully Loaded Zero Gravity Console Reclining Loveseat With SoCozi,351Z46284,Loveseat,Motion,,Unspecified,2599.98,2888.87,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-reclining-sofas-loveseats-351z46284
steinhafels,Ashley,ASHY,Waylon Chest,500413311,Other,Stationary,,Unspecified,949.49,1054.99,10.0,https://www.steinhafels.com/products/bedroom-storage-chests-500413311
steinhafels,Bassett,HGTV,True Custom Chair Standard Depth,409093517,Chair,Stationary,,Leather,1889.99,2099.99,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-accent-chairs-409093517
steinhafels,Flexsteel,FLXD,Flexsteel Digby Chair,947Z09665,Chair,Stationary,,Unspecified,1249.99,1388.88,10.0,https://www.steinhafels.com/products/living-room-chairs-ottomans-accent-chairs-947z09665
steinhafels,Flexsteel,FLXD,Bellevue Round Cocktail Table,848BLL799,Other,Stationary,,Unspecified,749.99,833.32,10.0,https://www.steinhafels.com/products/living-room-accents-cocktail-tables-848bll799
steinhafels,Ashley,ASHY,Waylon Nightstand,470753140,Other,Stationary,,Unspecified,549.89,610.99,10.0,https://www.steinhafels.com/products/bedroom-storage-nightstands-470753140
steinhafels,Flexsteel,FLXD,Flexsteel Digby Loveseat,815440822,Loveseat,Stationary,,Unspecified,2099.99,2333.32,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-loveseats-815440822
steinhafels,Flexsteel,FLXD,Flexsteel Digby Sofa,669Z19339,Sofa,Stationary,,Unspecified,2199.99,2444.43,10.0,https://www.steinhafels.com/products/living-room-sofas-sectionals-sofas-669z19339
steinhafels,Bassett,HGTV,Grain Console Table,885GRN352,Other,Stationary,,Unspecified,1722.21,1722.21,,https://www.steinhafels.com/products/living-room-accents-console-tables-885grn352
